,displayName,id,onTourUntil
0,Night Heron,9080359,
0,Josh Ward,5189438,2019-10-19
1,Josh Ward Band,1990828,
2,Josh Card,9646709,
0,Gene Farris,541067,2019-09-18
1,Gene Harris,526367,
2,DJ Gene Farris,2594566,
0,Vulpynes,8851619,2019-09-28
0,Rare Essence,119789,2019-08-31
1,Rare Essence Wickedest Band Alive,566828,
2,Rare Essence Experience Unlimited Junkyard Band,7557209,
3,Veterans Old School Jam Ft. Rare Essence & Trouble Funk,7470024,
0,Funke and the Two Tone Baby,2656931,2019-11-09
0,Pirate Copy,6944169,2019-09-28
1,Pirate Copy (Cornwall),8691339,
0,Danny Duncan,10041554,2019-10-06
0,Sheridan Grout,9124624,
1,Grout,2237710,
2,David Grout,5145963,
3,grout/grout,10047474,2019-10-04
4,Dave Grout Trio,7024849,
5,Grout! the Final Insult,7254964,
0,Frankie’s Blues Mission,2806006,2019-08-15
1,Frankie Lee Robinson's Blues Mission,7682994,
0,Brass Tacks,160010,2019-11-09
1,Get Down! To Brass Tacks,583181,
0,Reba Russell,2382277,2020-01-10
1,Reba Russell Band,508050,
0,Unknown Hinson,200418,2019-12-31
1,Unknown Hinson May 12th,5231898,
0,Lucero,562918,2020-01-28
1,Leonardo Lucero,9958269,2019-12-14
2,An Evening with Lucero,8631939,
3,Ben Nichols of Lucero,5447638,
4,Ryan Lucero,5904244,
5,Lucero (Rock),594155,
6,Angelina Lucero,4007611,
7,Kaper Lucero,7393129,
8,Brenna Lucero,5313913,
9,Tony Lucero master hypnotist,592386,
10,Lucero Ramblin Roadshow,2547116,
11,Lucero (MX),9385359,
12,Ben Nicols (of Lucero),2340923,
13,Ben Nichols & Rick Steff of Lucero,5126873,
14,Lucero Terrazas,937034,
15,Marc Lucero,2682826,
17,Steve Lucero,4111096,
18,Joe Lucero,3270121,
19,Poe Lucero,8855114,
20,Angelique Lucero,9110144,
21,Xan Lucero,9460974,
22,Lucero Robles - Artista Sin Barreras,9869609,
0,Brain Damage,545491,2019-11-23
1,Brutal Brain Damage,5544888,
2,Brain Damage Meets Vibronics,7372249,
3,Brain Damage Lodi,3500281,
4,Brain Damage Thrash,9554039,
5,Brain Damage Vs Vibronics,7931063,
6,Vibronics (vs Brain Damage),7289664,
7,Brain Damage Meet Vibronics,7649069,
8,Brain Damage (Navegantes - SC),7015624,
9,Brain Damage - A Tribute to The Pink Floyd,9997079,
0,Western Centuries,8929344,2019-09-29
0,Cristina Pato,475195,2020-02-01
0,Mariachi Los Camperos,10059349,2020-03-20
0,Richard Cheese & Lounge Against the Machine,190986,2019-11-15
0,Heathen Sons,8346243,2019-09-06
0,Louis Cole,1453171,2019-09-19
1,Louis Cole & Genevieve Artadi,6597669,
2,WBGO The Checkout presents: Louis Cole VS. Domi,9083544,
0,Gin Blossoms,7528,2019-11-01
0,Sanne - The Musical,9866169,2019-11-24
0,Steelheart,438364,2020-02-08
1,Voice of Steelheart & Phil Lewis,3759726,
0,DJ Snake,297319,2019-11-03
1,DJ SNAKE 2018,9367949,
2,DJ SNAKE & MIGHTY MI,7841219,
3,DJ Snake Charms,9448524,
4,DJ DeadSnake,9368654,
0,Dumpstaphunk,574993,2019-09-01
1,Of Dumpstaphunk and Pjts,7839959,
2,Joe Marcinek Band ft Tony Hall of Dumpstaphunk,9346659,
0,Arrested Development,93876,2019-09-14
0,The Stolen Faces,8866939,2019-12-21
0,Tom Morello,8578164,2019-11-07
1,Tom Morello: The Nightwatchman,2345060,2019-11-12
0,Miss Olivia & the Interlopers,9896279,2019-09-15
1,John James Newman,4285,
2,Dr. John & David Fathead Newman,2380724,
0,Bowievision,7542304,2019-09-06
0,Orquestra Pacifico Tropical,7253769,2019-08-31
0,Since (DE),9917034,2019-12-14
1,Vince B,3928446,
2,Vince (NL),9497664,
0,Holly Faris,9913159,2020-04-16
0,Les Tambours De Brazza,363081,2020-05-06
0,BAT ft The Neverland Express,10066376,2019-08-29
0,Goddamn Gallows,583676,2019-10-23
1,W/ Goddamn Gallows,8178513,
2,Goddamn Gallows Arkhams,2621196,
3,45 Grave & Goddamn Gallows,5808014,
4,The Goddamn Gallows & More,7205519,
0,Walter Etc.,8859279,2019-08-18
0,Tyler Ramsey,595364,2019-11-17
0,Maino,620826,2019-09-30
1,Ca$ino,385434,
2,Laino,8433038,
3,Maino Red Cafe,3506006,
4,Marisa Maino,9429124,
5,Maino-Hi Hater,2333521,
6,Maino & the Mafia and Rich Boy,7139919,
7,Haino,8043743,
0,The South Austin Moonlighters,5042008,2019-10-17
0,Jungle Rot,478835,2019-09-07
1,Johnny Lloyd Rollins,672784,
0,The Legwarmers,2390600,2019-11-09
0,Zach Blumenfeld,10064981,2019-09-07
0,Harmony Woods,8938099,2019-11-09
0,Kim Wilde,403642,2019-12-20
0,LC Rocks,1092438,2019-08-31
1,X Rocks,7232509,
2,J-Rocks,352754,
3,VA Rocks,9409509,
0,Kinchafoonee Cowboys,541780,2019-11-22
0,Dave Monks,3081231,2019-12-14
0,Christine Havrilla & Gypsy Fuzz,5669459,2019-09-29
1,Christine Havrilla,550702,2019-09-29
0,Get Steady,9032154,2019-10-25
0,African Americana,5055443,2019-08-28
0,The Dreaded Laramie,10065750,2019-09-25
1,Edj of the Fruit Bats,8071658,
3,Fruit Bats (solo),9469484,
0,Dan Baird & Homemade Sin,499528,2020-05-08
0,De Kreuners,501301,2019-12-27
0,DeLiverance (HipHop),9536614,2019-09-27
0,Casey James,3202906,2019-08-16
1,Casey James Prestwood and the Burning Angels,3064241,2019-09-21
2,Casey James Prestwood,602548,2019-09-27
3,James Casey,6116084,2019-08-29
4,Casey James Brooks,6442529,
5,Zone Libre Vs. Casey & B. James,4243016,
6,Casey Damn James Band,3518476,
0,TroyBoi,6922004,2019-12-21
1,TroyBoi x icekream,7696439,
2,TroyBoi x icekream (SoundSnobz),7696489,
0,Nicolás Molina,9626744,2019-10-19
0,Mary Fahl,420453,2019-09-28
1,The Tragically Hip Johnny Reid Blue Rodeo the Eagles,6788919,
0,Let's Hang On,2374293,2020-04-04
0,Jon Stevens,495129,2019-12-22
0,Betcha,9687674,2019-08-16
2,The Supreme's Mary Wilson,594125,
3,"Mary Wilson, Lisa Fischer",2467831,
0,Dalton and the Sheriffs,7982488,2019-12-07
0,Oliver the Crow,9450749,2019-09-21
0,Big Mountain,406752,2019-10-06
1,Big Mountain County,9547074,
3,Big Rock Candy Mountain,695071,
4,Big Savage Mountain,5389028,
5,Quino and James of Big Mountain,3327026,
6,Quino of Big Mountain,3936201,
7,Big Mountain Gambler,7596294,
8,Big Rock & the Candy Ass Mountain Boys,8628414,
1,The Raincoats & Angel Olsen,8897569,
0,Molly Hatchet,434389,2020-03-21
1,dave hulbek & Molly hatchet,9418224,
2,Molly Ratchet,8202098,
0,Adana Twins,5874699,2019-12-01
0,Murali Coryell,521274,2019-09-18
0,Perfume Genius,1480899,2019-10-05
1,Perfume Genius (USA),6197014,
1,Me Vs. Me,117656,
0,Cautious Clay,8598284,2019-12-14
0,Spin Doctors,578,2019-09-22
0,Sister Hazel,486732,2020-01-24
1,Ken & Drew of Sister Hazel,7637769,
2,Ken Block & Drew Copeland of Sister Hazel,3939496,
3,Drew Copeland of Sister Hazel,2335365,
4,Sister Hazel Van Hazel,2576116,
5,Tonic and Sister Hazel,5011418,
6,Sister Hazel Guns & Hazel,2576111,
7,Sister Hazel & Edwin Mccain,3914511,
0,Corridor,290886,2019-12-13
1,Northeast Corridor,7826759,
2,Echoes in Corridor,4228576,
3,Korridor,7999948,
4,Corridoré,9306099,
5,Corridor's band,8371213,
6,Harper Corridor,9079204,
7,wilshire corridor,9779979,
8,the Omega Corridor,7643429,
9,The Corridor (UK),9638129,
10,Bobby Corridor,150178,
11,Woodward Corridor,4251511,
12,No Corridor,8274258,
13,North East Corridor,7888959,
14,The Leather Corridor,8944889,
15,Corridor Of Lights,7638354,
0,Bison Bisou,4623778,2019-10-17
1,bisou,9413374,2020-01-31
2,bisou de saddam,8435198,
3,Bisou Bisou,2419541,
4,Dj Bisou Bisou,9041324,
5,Rain Bisou,8177138,
6,bisou noir,9768579,
0,Driven Serious,5647629,2019-12-14
0,Dede SP,6706429,
1,Dede,415801,2019-08-24
2,Mercan Dede,37466,
3,Tede,418094,
4,Dede Priest,1214888,
5,Dede & the Dreamers,5538168,2019-09-20
6,MC DEDE,7753799,
7,Dede Vogt,8625174,2019-08-17
8,Crushers2 feat Dede Priest,6574029,
9,Dede Saint.prix,22443,
10,Dede Saint Prix,4293896,
11,Mercan Dede & Secret Tribe,5454778,
12,Dede Alderman,7111349,
13,Dede Sampaio,2550421,
14,Dede Kay Band,6994279,
15,DJ Dede,7753789,
16,Mercan Dede Secret Tribe,228829,
17,Dede Wyland,1632839,
18,DJ Mercan Dede,5885764,
19,André Dédé Vander,5466863,
20,Mercen Dede,5885799,
21,Dede Bata,7803334,
22,xDėdė,9551664,
23,Dede DoubleSix,7552184,
24,Cede,373469,
25,Mercan Dede Istanbul Quartet,5297213,
26,Mercan Dede İstanbul Quartet Babylon,4813123,
27,Ilhan Ersahin Vs Mercan Dede,7218854,
28,Dede Kay,6993174,
29,Mercan Dede & Emel Mathlouthi,5586498,
30,DEDE VEZA,9209834,
31,ozan dede,9290329,
32,lil'dede,6951284,
0,NextApe,9646434,2019-10-11
5,A//TAR (US),9179749,2019-09-28
0,Pierre Marcault,7978113,2019-09-27
0,Deborah De Luca,8399408,2019-11-08
0,Beres Hammond,409563,2019-08-25
1,Beres Hammond & the Harmony House Musicians,3481416,
2,Beres Hammond on the Harmony family,10054699,
1,Elvis The Experience,8343468,
0,Emanuel Ax,89655,2020-05-14
0,Spacey Jane,9208539,2019-09-13
0,Chelou,8263503,2019-09-24
1,ASCENT: CHELOU,8794899,
0,Maxenss,9974519,2020-03-06
1,VSO x maxenss,9304364,
0,Lulu and the Black Sheep,9374129,2019-11-01
0,Adam Wakefield,8874149,2019-09-20
1,Adam Wakefield & the Copperheads,9520314,
0,Steve Gunn,2511061,2019-11-06
1,Steve Gunn & John Truscinski,2925311,
2,Steve Gunn Band,7552374,
3,Steve Dunn,99108,
4,Steve Gunn with Band,7699224,
5,Steve Gunn & Black Twig Pickers,8519138,
0,Sonya Yoncheva,8617349,2020-07-07
0,Bailo,8873124,2019-09-13
1,No Bailo,6969724,
2,Hailo,4184241,
3,Kailo,4104956,
4,Bailo solo,10066241,
0,Debauchery,531152,2019-12-22
1,Aubrey Debauchery & the Broken Bones,7087264,
2,Aubrey Debauchery,976550,2020-02-28
3,epic debauchery,1214648,
4,Uncle Debauchery,4141921,
5,Handguns & Debauchery,4813293,
6,Tales of Debauchery,7293049,
7,Rock'n Roll Debauchery 'dreams',6997209,
0,The Rose Garden,492823,2019-08-17
1,D's Chi Artists Summer Workshops,8089183,
0,Die Krupps,106856,2019-12-11
0,The Minks (US),9132644,2019-09-01
1,The Links (USA),8816479,
2,The Links (UK),10067310,2019-08-09
3,The Winks (LA),9447539,
4,The Winks (STL),9692409,
0,Cris Jacobs,2262972,2020-01-07
1,Cris Jacobs Band,4618648,2019-09-13
2,Cris Jacobs Trio,7319324,
9,D A I S Y,9174824,2019-09-14
49,LEGEND THE BOB MARLEY EXPERIENCE,8322918,
0,Nick Kroll,2337339,2019-11-22
0,Zeal and Ardor,8910419,2019-11-30
1,Zeal & Ardor 2018,9375414,
0,The Yawpers,4535913,2019-09-07
3,The Yawpers & Enlightened Rogues From Asheville,7274804,
0,Separate ways,764603,2019-09-21
1,Separate Ways the Band,3923191,
2,Separate Ways (Official),9775774,
0,Hunkpapa,8880299,2019-11-16
1,Hunkpapa 2,7712259,
1,The Reign Of Kindo (One Eleven Records),2349950,
0,Hi I'm Ghost,9183884,2019-09-14
0,Krizz Kaliko,1461392,2019-10-31
1,Big Krizz Kaliko,973450,
3,Ces Cru and Krizz Kaliko,7305979,
0,Joshua Bell,43917,2020-03-01
1,"Joshua Bell, Violin",5610513,2019-11-15
2,"Chamber Orchestra Europe, Joshua Bell & Emmanuel Krivine",8592614,
1,Flaw,469988,2019-09-26
2,Eagle Claw,1667979,2019-09-28
3,Claw Boys Claw,408776,
4,Bear Claw,105498,
5,Claw,720079,2019-08-31
6,Giant Claw,4624303,2019-09-28
7,Claw Hammer,266595,
8,Claw Marks,7132889,
9,Cotton Claw,7125029,
10,Little Claw,201178,
11,Wing and Claw,7343129,
12,Claw the Thin Ice,5315973,
13,Claw Toe,4357523,
14,Thousand Foot Whale Claw,4040211,
15,The Scarlet Claw,4685638,
16,Black Claw,8258343,
17,Klaw,558069,
18,Claw Like Things,2351761,
19,Smashy Claw,6394304,
20,Orange Claw Hammer,8950229,
21,StoneClaw,9683534,2019-08-16
22,Cat Claw,5452278,
23,Slow Claw,2514381,
24,Paper Claw,8804854,
25,Grendel’s Claw,5443908,
26,Slaw,1078496,
27,Raptor Claw,6774759,
28,Dr. Claw,1769903,
29,The Raven Claw Hammer,8156473,
30,Iron Claw,505318,
31,Clamor and Claw,8708883,
32,Tonbi Claw,8478288,
33,Monday Night Bear Claw,3932151,
34,Pear Claw,8829214,
35,talon&claw,8843619,
36,Claw Marks American,7815574,
37,Tooth & Claw,4817443,
38,Demon's Claw,4279241,
40,Lion Claw,6991244,
41,DOCTOR CLAW,8855764,
42,Claw of Panther,4520973,
43,Claw Marx,8672529,
45,Six Claw Paw,5619168,
47,DJ Claw of Hulk,4636418,
48,DJ Cat Claw,8852489,
49,1000 Foot Whale Claw,7153399,
0,Vaureen,8641204,2019-08-18
1,Maureen,240744,
0,Scarlet and Grateful,8854164,2019-08-09
1,So Down,7157119,
0,Siddhartha,37536,2019-12-06
1,Siddhartha (Formerly of Zoe),8368163,
0,Estrela Leminski,9272429,2019-08-09
1,Estrela Leminski E TÉo Ruiz,7044829,2019-08-09
0,Cherub,36105,2019-11-23
1,Cherub Herobust,6492094,
2,Schtompa of Cherub,7506099,
4,Cherub Satori,8492588,
5,Vladimir's Cherub,7935773,
0,Rastasaurus,4868398,2019-09-20
0,Mike Herz,7043639,2019-08-08
0,Devilwood,5744834,2019-08-31
0,Wicked,2480636,2019-09-07
1,Wicked (FR),8573089,2019-09-28
2,Wicked Jazz Sounds,1127052,2019-08-25
3,Trippy Wicked & the Cosmic Children of the Knight,2453621,2019-11-23
4,Wicked Grin,4171656,2019-10-05
6,Kyd Wicked,8721934,
7,Wicked Jones,935860,
8,Wicked Messengers,2126049,
10,Wicked Man,6512034,
11,Wicked Mercies,2367541,
12,Wicked Whispers,2680361,
13,Wicked Wisdom,174235,
14,Wicked Bears,8737289,
15,The Wicked Tomorrow,3799486,
16,Wicked Faith,5112988,
17,Wicked Inquisition,2749616,
18,Wicked Tinkers,381161,2019-08-24
19,Wicked Whiskey,2390174,
20,Wicked Jazz Sounds Band,3787081,
21,Something Wicked This Way Comes,3370051,
22,Wicked Walls,7174024,
23,Wicked Poseur,863910,
24,Wicked Animal,9296059,
25,This Wicked Tongue,3702686,
26,These Wicked Rivers,8488913,2019-11-07
27,Wicked Awesome,2561366,
28,Wicked Stone,8808334,2019-11-23
29,Adorn the Wicked,2851716,
30,Something Wicked,474053,
31,The Wicked Mercy,5115083,
32,Entomb the Wicked,8185528,
33,Wicked Garden,4140416,
34,A Scar for the Wicked,5445938,
35,Wicked Expectation,8841684,
36,Wicked Pretty,6260094,
37,Wicked Snakes,7185059,
38,Wicked City,1239034,
39,Bigfoot Wallace & His Wicked Sons,6221604,
40,Wicked Chief,7254374,
41,Wicked Hollow,8653494,
42,Wicked Saints,3199216,
43,Wicked Hangin Chads,4212676,
44,Stone Wicked Souls,4217456,2019-09-15
45,A Walk With the Wicked,2556196,
46,Jezebel Jones & Her Wicked Ways,3181391,
47,Wicked Tongues,2697451,
48,Bury the Wicked,1871724,
49,"Sly, Slick And Wicked",108313,
0,Anne Akiko Meyers,477557,2019-08-19
1,"Anne Akiko Meyers, Violin",7016859,
0,R. Kelly,105263,
0,Hostage Calm,1090338,
1,Palm,332148,2019-10-10
2,Exit Calm,584061,
4,Calm,350053,2019-09-30
5,Be Calm Honcho,6765849,
6,Lunatic Calm,491599,
7,The Calm Blue Sea,1285347,
8,Keep Calm,5143103,
9,Crash the Calm,8713743,
10,A Distant Calm,3586421,
11,Keep Calm & Play Louder,5150368,
12,The Calm Fiasco,6455299,
13,Reena Calm,7500939,
14,After the Calm,9133249,
15,Cool Calm Pete,81490,
16,Fear the Calm,3955926,
17,Bitter Calm,9562434,
18,Grievous Bodily Calm,9203354,
19,Calm and Crisis,8474588,
20,Searching For Calm,1989284,
21,Calm The Waters,8614159,
22,Malm,416024,
23,Calm The Fire,796524,
24,calm and repose,2296194,
25,Carl Calm,3248086,
26,Calm of Zero,3444001,
27,Stay Calm,4975398,
28,the heavy calm,9407429,2019-09-14
29,Calm For The Restless,6854029,
30,Calm Collected,8119168,
31,Dead Calm,594783,
32,The Calm Before,70898,
33,Calm Like a Riot,3856366,
34,Calm White Noise,4821328,
35,Kalm,481510,
36,De Calm,867512,
37,Calm Fur,8472588,
38,CALM (UK),10032719,2019-08-16
39,Calm Down It's Monday,2343143,
40,Calm Doon,4673858,
41,Calm Palm Vapor,3412461,
42,Calm Down Party,9617269,
43,Bright Calm Blue,148850,
44,Calm the Storm,2289545,
45,Lazy Calm,6290269,
46,Calm As the Colour,4231606,
47,187 Calm,168931,
48,Calm. (Rock),9818954,
49,Sit Calm,9990334,2019-08-12
0,Black Japan,8584504,2019-08-10
1,Black:List (Japan),7576139,
2,ACID MOTHERS TEMPLE featuring BLACK SABBATH [JAPAN],7242779,
0,Ghostface Killah,391840,2019-09-09
0,Mephiskapheles,487511,2019-11-13
0,Poliça,4665213,2019-11-27
1,Solia,5351408,
2,Folia,2112120,
3,Nolia,1330651,
4,Molia,5336388,
5,Poliça (DJ Set),6868964,
6,metro polica,9254299,
7,The Soca Polica,8611914,
8,2.17.12 Polica,5182918,
0,The Murder Capital,9665099,2019-11-17
0,Wilder Woods,9782434,2020-02-03
0,Black Magic Flower Power,9347659,2019-08-31
0,The Word Alive,2341487,2019-12-08
0,Stan Taylor,9584559,2019-08-16
0,Ross From Friends,8855434,2019-11-30
1,Ross From Friends (DJ Set),9472774,
0,Kebu,5101428,2019-10-12
1,Zebu,2583926,
2,Jebu,189310,
3,Sebu,849157,
4,Debu,479105,
0,Neyla Pekarek,9282734,2020-01-23
0,Vivian Girls,284766,2019-11-03
1,Vivian Girls Dj Set,5008418,
0,Late Night TV,9635214,2019-08-21
0,Calvin Richardson,160498,2019-09-28
0,Against the Current,5415303,2019-12-08
1,Boats Against the Current,4072331,
0,Stretch Soul Gang,8613879,2019-11-16
0,The 1975,66370,2019-12-01
1,The 1975 2016,9373139,
0,Mes Souliers Sont Rouges,418730,2020-04-03
0,Susanna,441696,2019-09-28
1,Oh Susanna,289982,2020-06-04
2,Susanna Hoffs,518226,
3,Susanna and the Magical Orchestra,39106,
4,Susanna Phillips,3593646,
5,Susanna Berivan,3656461,2019-09-27
7,Susanna Wallumrod,2392527,
8,Susanna Mälkki,9413404,2020-03-12
9,Susanna Rose,8546624,
10,Jenny Hval & Susanna,8422133,
11,Susanna Mesiä,3355226,
12,Susanna Waters,4564808,
13,Susanna Bartilla,840841,
14,Susanna Kwan,3968156,
15,Susanna Parigi,124084,
16,Susanna Lee,4416423,
17,Susanna Macfarlane,9361544,
18,Susanna Risberg Trio,6699824,
19,Susanna Veldmeijer,9079674,
20,Susanna Wallumroed,4624373,
21,Susanna Hood,9788839,
22,Susanna Oleary,4985184,
23,Susanna Risberg,3769991,
24,Susanna Stivali,4154151,
25,Susanna Sharpe,4082726,
26,Susanna Gartmayer,3835166,
27,Susanna Catz,5220023,
28,Susanna Stivali & Bruno Migliari Trio,4154131,
29,Susanna Georgi,2944501,
30,Susanna Westwood,4320381,
31,Susanna hurrell,9395184,
32,Susanna Carman,4111386,
33,Susanna Yoko Henkel,2786271,
34,Susanna Tamaro,5413168,
35,SUSANNA WOLFE,7959053,
36,Nikolett & Susanna,5676744,
37,Susanna Macdonald,2463971,
38,Susanna Hietala,2870651,
39,Susanna Smith,2371802,
40,Susanna Kwan 關菊英,4649453,
41,Susanna & the Brotherhood of our Lady,9247144,
42,Hanka Wojciak & Susanna Jara,9441634,
43,Susanna WallumrØd Og Neon,3244511,
44,Il segreto di Susanna / Iolanta,9891309,2019-06-04
45,"Paul Neubauer, Anne-Marie McDermott, Susanna Phillips",7347404,
46,Susanna Smash,9435929,
0,Danny Elfman,53466,2020-06-20
1,Danny Elfman's Music From the Films of Tim Burton,7165994,
2,Danny Elfman Música De Las Películas De Tim Burton,7641649,
3,Danny Elfman Music From the Films of Tim Burton,7260309,
0,Chris Webby,3405306,2019-11-05
1,Chris Webby Ct Homecoming,4483428,
0,Presumido,9043989,2020-02-06
1,"Bobby Rydell, Frankie Avalon & Fabian",8227348,
2,"Frankie Avalon, Fabian, & Bobby Rydell",2310485,
3,"Frankie Avalon, Bobby Rydell, Shangri-las",583474,
0,Chris Thomas King,430484,2019-09-26
1,Chris King,649905,
2,Chris King & The Gutterballs,8134023,2019-10-03
3,Cool King Chris,4705738,
4,Chris King Robinson,7887614,
5,Chris King Robinson Band,8527504,2019-12-07
6,The Chris King Band,3070221,
7,KidKingChris,9566679,
8,Selector King Chris,8655584,
9,Chris K. King,9210829,
10,Chris King & the Liberators,8141398,
11,Chris Ning,7393609,
12,Dave King & Chris Tordini Trio,7407739,
13,Chris Rockemwell & The Super Robot King,8860084,
14,King Chris,9217764,
15,Chris D J King,9592944,
0,Dawne,9607929,2019-08-08
1,Bethany Dawne,4797713,
2,Dawne White,6100479,
3,Radius & Vanessa Dawne,4780928,
4,Dawne Kolędy Polskie I Ukraińskie,3795631,
0,Ashley Jordan,5428173,2019-08-24
1,Ashley Joelle Jordan,3632121,
0,Michigan Rattlers,8671534,2019-10-26
0,Old Man Gloom,267841,2019-08-18
0,Desert Island Boys,9450249,2019-08-24
0,Young Thug,6761084,2019-11-18
0,Display Case,4296691,2019-11-15
0,Logan Ledger,7329234,2019-09-08
1,Kristina Murray & Logan Ledger,8837384,
0,The Jesters,382070,2019-09-06
1,The Rhythm Jesters,3154281,
2,The Jesters Band,8444528,
3,The Sesters,2909056,
4,The Jesters of Blackwood,3432256,
5,The Jesters (BE),9251959,
6,The Lesters,187005,
7,The Festers,3262571,
0,Monolord,8345228,2019-12-06
0,Love Gang,8780009,2019-10-16
1,Teddy and The Love Gang,8764249,
2,Love Bang,7607014,
0,Suitcase Runaway,8455163,2019-08-09
0,Lagum,8920664,2019-12-31
0,The Mccartney Years,3023011,2019-11-22
0,Johnny Rivers,73181,2019-11-03
1,Johnny Rivers & the Louisville Orchestra,2290394,
0,Fairport Convention,396525,2020-02-20
1,Fairport Acoustic Convention,563682,
2,Fairport Convention - the Early Years,3085971,
3,Peggy & Jerry From Fairport Convention,4913283,
0,Rissa Garcia,7944508,2019-10-06
0,Torche,100819,2019-11-09
1,Torche Runner,4296576,
2,Borche,5920769,
3,Juan Montoya Formaly of Torche,3551726,
0,Whalehouse,9033034,2019-08-24
0,David Leonard,5125733,2019-09-29
0,Corey Kilgannon,4443263,2019-10-12
0,Said The Whale,231667,2019-12-14
0,Midland-Odessa Symphony,8325998,2019-11-02
0,Tex Perkins,303688,2019-10-05
1,Tex Perkins & The Dark Horses,2495721,
2,Tex Perkins & The Fat Rubber Band,9935684,2019-11-01
3,Tex Perkins & Charlie Owen,8786309,
4,Tex Perkins and His Ladyboyz,5087283,
5,Tex Perkins the Ape,8151188,
6,Tex Perkins & Tim Rogers,2862716,
0,Post Malone,8508053,2019-11-21
0,Beans on Toast,974182,2020-02-15
0,Aquaserge,1946652,2019-10-12
1,Aquaserge Orchestra,8693993,
2,SoirÉe TombÉs Pour La France Invite Aquaserge,7957953,
0,Donavon Frankenreiter,435341,2019-09-21
0,Steve Hofstetter,458789,2020-05-23
0,Other Voices,345002,2019-09-27
1,Other Voices Band,6877889,
0,Julia Sweeney,215303,2019-10-24
0,Mudfuck,9762504,2019-09-22
0,Zakir Hussain,102806,2020-04-26
1,Zakir Hussain & Masters of Percussion,4862068,
2,Zakir Hussain's Celtic Connections,8113058,
3,Shivkumar Sharma & Zakir Hussain,6230894,
4,Zakir Hussain And The Rhythm Experience,493092,
5,Zakir Hussain & Edgar Meyer,4590288,
6,Zakir Hussain & Alla Rakha,2380714,
7,Bela Fleck - Edgar Meyer - Zakir Hussain,6122479,
0,Santigold,2385431,2019-08-30
0,Scarlett Deva Antaloczy,5780824,2019-11-24
0,Fatoumata Diawara,1155500,2020-05-09
2,Fatoumata Diawara and Bassekou Kouyate & Ngoni Ba,7347499,
3,"Maalem Hamid El Kasri, Snarky Puppy, Fatoumata Diawara, Hoba Hoba Spirit, Benin International Musical, Maalem Abdelkebir Merchane, Maalem Mustapha Babqou, Africa United...",9556974,
0,The Field,526877,2019-08-22
1,The Field Mice,47036,
2,Fire In The Field,1246897,2019-08-16
3,THE FIELD RECORDINGS,1976366,
4,The Field Effect,272465,
5,The Foundry Field Recordings,184687,
6,The Field Auxiliary,2585906,
8,Our Man In The Field,8278238,
9,The Plain Field Rhythm,6318844,
10,"The Pleasure Field,",4050396,
11,The Deep Field Now,2857406,
12,The Adult Field Trip,5673264,
13,Adventures In The Beetroot Field,585337,
14,The Copper Field,3174921,
15,The Field People,2858191,
17,The Silver Field,9872239,
18,The Field Recorders,7677199,
19,The Baseball Field,1200951,
20,The Left Field Theory,8999564,
21,The Cotton Field Scarecrowes,7936893,
22,Alan Field & The Beards,8464143,
23,The Field Larks,6409184,
24,The Field of Excellence,3851041,
25,The Cold Field,10043689,2019-08-24
26,The Field Workers,8641964,
27,The Rainy Day Field Trip,8034353,
28,Doug Orey of The Field Effect,7527539,
29,The Valentine's Ball By Patricia Field,3844286,
30,The Raunchy Randos @ Little Field Farm,8218808,
31,The Field Marshal Von No O's Daredevilcircusfreakshow,7812439,
32,The Jazz Ambassadors of the U.S. Army Field Band,2098930,
0,Reconcile,195683,2019-08-17
1,Last To Reconcile,8801,
0,Acid Tongue,1039071,2019-11-24
1,Thee Acid Tongue,9846524,
2,Three Acid Tongue,9761684,
0,Michael Cepress,10066986,2019-08-18
0,Kyle Grooms,3259376,2019-08-22
0,Bait,644094,
1,Vait,4917318,
2,UaZit,9571899,
3,Shark Bait,667344,2019-09-07
4,Fait,712085,
5,Crow Bait,4594508,
6,Tornado Bait,580272,
7,Cougar Bait,5551513,
8,Tait,107234,
9,Oscar Bait,8754709,
10,Live Bait,394537,
11,Squirrel Bait,130400,
12,DJ Bait,7499004,
13,Lisa Mezzacappa's Bait & Switch,2371709,
14,Bait Jaffe Klezmer Orchestra,9569759,
15,Whistle Bait,540140,
16,Bait & Switch,2394812,2019-08-11
17,Zombie Bait,2375413,
18,JerkBait,8727504,
19,BaitHead,9793289,
20,Slug Bait,9194279,
21,Bait Bag,10021779,
22,Queer Bait,9607049,
23,Bait and Tackle Tabernacle,5689524,
24,Jail Bait,1434430,
25,Beach Bait,9756444,
26,Bait Ones,9086764,
27,Cut Bait,8997499,
28,Gator Bait Ten,1380533,
29,Rise To The Bait,8286748,
30,Bait Jaffe Klezmer Orchester,9764549,
31,Buck Dilly & Live Bait,5669239,2012-07-12
32,Tom Evanchuck & Live Bait,5772004,
33,Bailey Dee’s Late Nite Bait,7373374,
34,MentalBait,8177563,
35,dj shark bait & yoghurt warrior clothing,6148249,
36,Drum & Bait,9809044,
0,Nobody's Girl,9841689,2020-01-31
1,Girl Nobody,109747,
0,The Stranglers,115227,2019-12-08
1,The Shoal Creek Stranglers,5919714,
2,The Hillside Stranglers,416554,
3,The Cleveland Stranglers,3279406,
4,The Shoal Creek Stranglers & Pipes You See,8135358,
